state_of_health,state_of_charge,cycle_count,current_amps,temperature_cell,charge_rate_kw,is_charging,internal_resistance,action_voltage,action_current,dT_dt,dV_dt,thermal_stress_index,aging_indicator,charging_efficiency,charging_time,cycle_degradation,balancing_time
80.72,16.16,1323,247.62,46.42,62.87,0,0.0399,378.72,230.27,0.032,-0.0014,0.441,0.378,0.905,123.56,0.3307,11.31
90.34,96.51,573,90.44,24.68,140.05,0,0.0388,332.87,18.57,-0.289,-0.0466,0.343,0.164,0.895,95.55,0.1433,23.77
58.8,47.16,3470,228.48,63.94,88.51,1,0.0363,391.06,112.98,0.944,0.0194,0.968,0.991,0.835,54.31,0.8675,2.4
72.99,56.24,3368,207.27,28.85,86.97,0,0.0136,426.96,64.84,1.216,-0.0031,0.753,0.962,0.884,84.79,0.842,13.44
80.67,61.33,1542,169.8,42.06,121.7,1,0.0372,439.27,139.54,0.763,0.0438,0.693,0.441,0.855,166.51,0.3855,29.68
67.5,61.42,2837,88.13,46.76,149.72,1,0.0455,400.64,219.75,0.568,0.0388,0.659,0.811,0.94,140.81,0.7093,17.09
78.16,21.3,1582,76.98,55.69,101.19,0,0.0271,363.46,134.4,0.022,0.0417,0.523,0.452,0.813,112.85,0.3955,20.45
71.64,48.2,2928,236.09,43.31,23.36,1,0.0255,318.76,174.13,1.467,-0.0473,0.987,0.837,0.886,30.08,0.732,17.89
70.29,73.69,3371,58.89,29.73,142.84,0,0.0282,322.09,152.86,1.438,-0.0254,0.85,0.963,0.967,99.12,0.8427,9.6
73.1,47.07,2766,106.85,20.64,145.14,1,0.0374,345.41,21.54,0.167,-0.0373,0.257,0.79,0.904,18.82,0.6915,24.69
90.29,55.51,585,96.17,26.67,94.43,1,0.039,317.03,171.79,0.543,0.0025,0.463,0.167,0.923,102.81,0.1462,28.11
74.96,26.73,1767,171.87,59.98,53.7,1,0.0309,312.18,114.86,-0.197,-0.0015,0.632,0.505,0.922,42.36,0.4418,0.65
78.13,58.43,2778,24.44,26.12,67.29,0,0.0122,301.87,224.59,0.295,0.0217,0.359,0.794,0.932,166.52,0.6945,4.86
77.07,67.76,2123,115.49,55.62,35.23,1,0.011,346.08,213.78,1.022,-0.0445,0.922,0.607,0.812,136.23,0.5308,22.73
75.62,13.13,2095,184.47,49.78,87.75,1,0.0299,439.03,82.02,0.713,-0.0223,0.745,0.599,0.932,153.57,0.5238,2.19
66.75,35.48,3262,247.69,57.96,49.84,0,0.0151,336.91,203.3,1.331,0.0347,1.067,0.932,0.918,148.73,0.8155,5.65
76.97,31.93,1555,69.37,54.55,94.81,1,0.0378,437.09,238.23,0.101,0.0004,0.544,0.444,0.945,152.81,0.3887,20.24
81.03,47.27,1038,214.44,51.32,99.39,1,0.0429,407.93,36.47,1.285,-0.0332,0.988,0.297,0.938,53.88,0.2595,21.85
68.16,39.95,3220,109.99,30.75,124.68,1,0.0432,433.81,80.95,0.066,-0.0411,0.31,0.92,0.854,141.27,0.805,20.27
98.8,44.91,183,216.16,37.64,23.87,0,0.0087,365.44,187.98,1.402,0.0478,0.908,0.052,0.931,137.58,0.0457,7.22
88.58,70.32,681,177.76,37.67,63.67,1,0.0403,316.23,39.17,1.262,0.0021,0.853,0.195,0.962,43.81,0.1703,11.19
64.28,95.36,3436,210.73,52.34,91.64,1,0.0289,426.94,195.65,-0.12,-0.0461,0.531,0.982,0.917,17.66,0.859,1.15
79.75,21.28,1218,247.24,61.22,18.6,1,0.0263,408.21,23.73,1.102,0.0488,1.006,0.348,0.872,102.41,0.3045,7.1
71.51,92.28,2994,230.12,49.64,126.38,1,0.014,355.78,155.11,-0.315,-0.0118,0.584,0.855,0.885,162.29,0.7485,15.2
87.66,70.43,762,113.69,26.09,128.42,1,0.0434,349.18,234.68,0.061,-0.0079,0.265,0.218,0.813,166.49,0.1905,23.17
84.61,55.86,1247,82.84,21.59,140.98,0,0.0413,439.4,79.55,0.22,0.0466,0.287,0.356,0.948,157.81,0.3118,24.26
72.04,69.54,2069,168.07,52.49,33.69,1,0.0437,346.63,150.82,1.279,0.0128,0.996,0.591,0.859,37.29,0.5172,7.57
71.74,22.63,2772,140.68,23.58,94.51,1,0.0431,368.68,185.76,0.505,-0.0493,0.42,0.792,0.844,118.66,0.693,6.95
74.06,33.87,3350,68.23,26.38,74.08,1,0.01,319.36,162.51,0.644,-0.0001,0.501,0.957,0.954,39.24,0.8375,26.72
88.77,14.21,1022,73.54,45.81,131.55,0,0.0117,360.88,75.94,0.578,-0.0015,0.654,0.292,0.843,36.16,0.2555,29.17
82.42,25.9,1658,25.57,54.89,36.33,1,0.0061,371.12,221.19,1.203,0.0425,0.988,0.474,0.956,76.67,0.4145,12.09
67.32,45.68,2868,140.69,52.57,34.37,1,0.0347,422.84,41.65,0.849,0.0405,0.825,0.819,0.824,77.95,0.717,29.35
82.91,78.28,1689,10.16,37.87,78.34,1,0.0257,381.4,52.54,1.487,-0.0478,0.944,0.483,0.807,63.17,0.4223,4.2
80.95,60.0,1385,84.95,63.23,87.01,1,0.0117,316.37,92.78,0.556,-0.0223,0.806,0.396,0.948,179.44,0.3463,1.78
82.29,58.38,2022,13.76,20.46,63.05,1,0.0208,311.07,162.82,1.277,0.0279,0.7,0.578,0.876,61.79,0.5055,3.59
84.96,40.6,886,246.46,61.49,138.68,0,0.0144,361.85,114.26,1.101,-0.0477,1.008,0.253,0.958,101.23,0.2215,25.92
63.35,81.09,3214,245.32,54.98,46.26,1,0.0372,412.92,140.36,-0.23,0.0137,0.6,0.918,0.833,46.88,0.8035,1.23
71.01,77.93,2585,194.09,40.78,63.13,0,0.0452,323.22,76.42,-0.041,-0.0334,0.393,0.739,0.821,125.25,0.6462,23.35
85.39,30.69,1692,220.34,29.9,12.45,1,0.0198,308.46,226.27,-0.369,0.0284,0.424,0.483,0.963,82.69,0.423,8.15
81.18,48.37,1546,239.17,25.44,124.68,0,0.0458,410.21,123.93,0.495,0.0103,0.433,0.442,0.904,151.93,0.3865,19.85
67.45,18.27,2650,199.53,51.94,36.37,0,0.0438,392.12,43.24,0.717,-0.0297,0.766,0.757,0.83,118.55,0.6625,19.58
80.43,79.72,2369,139.26,33.15,40.54,1,0.0172,333.61,220.87,1.15,-0.0383,0.766,0.677,0.942,176.32,0.5923,1.65
80.92,78.69,1765,25.23,39.69,105.51,0,0.0311,448.58,78.26,-0.468,0.0465,0.554,0.504,0.888,152.7,0.4413,13.34
76.62,98.15,3084,23.05,32.4,25.64,0,0.0077,428.35,199.61,1.301,0.0003,0.819,0.881,0.943,117.57,0.771,10.08
80.37,16.92,1597,230.81,24.5,14.64,1,0.0491,326.9,141.15,1.314,-0.0411,0.752,0.456,0.99,112.96,0.3992,18.68
72.54,27.48,2247,116.3,52.92,81.39,0,0.0327,439.14,163.36,-0.063,-0.0211,0.514,0.642,0.812,153.35,0.5617,0.88
69.88,37.92,3441,248.6,27.12,53.26,1,0.0263,346.27,14.07,0.331,0.0483,0.383,0.983,0.891,30.31,0.8603,1.01
69.95,85.57,2152,116.56,64.28,102.58,1,0.0323,305.88,219.47,-0.389,0.019,0.749,0.615,0.804,171.5,0.538,29.42
96.38,35.5,417,104.74,21.43,49.52,1,0.0161,396.39,159.55,1.474,0.0009,0.787,0.119,0.977,36.1,0.1042,28.44
64.32,37.13,3499,69.63,49.9,136.93,0,0.0298,428.23,246.09,0.104,-0.0202,0.502,1.0,0.915,109.36,0.8748,0.79
80.41,40.74,1645,59.02,56.06,73.39,1,0.0149,393.76,162.55,0.506,-0.0245,0.72,0.47,0.956,47.98,0.4113,13.51
63.17,68.48,2734,8.68,63.2,71.35,0,0.0462,414.37,157.48,1.282,-0.0407,1.096,0.781,0.914,109.33,0.6835,26.68
83.97,98.61,1164,116.59,45.19,111.04,1,0.0326,367.03,64.55,1.356,0.0333,0.96,0.333,0.953,40.35,0.291,4.34
87.16,34.32,1202,213.1,44.93,9.74,0,0.0158,315.52,50.41,-0.008,0.0245,0.418,0.343,0.973,62.11,0.3005,9.51
87.61,78.33,1310,179.86,23.05,6.92,0,0.0221,316.47,209.76,0.035,-0.0489,0.227,0.374,0.837,57.64,0.3275,1.69
60.15,91.92,3178,232.13,60.37,38.77,0,0.0466,343.61,160.74,-0.473,-0.0006,0.746,0.908,0.834,65.6,0.7945,0.52
84.11,91.21,62,75.27,62.23,47.83,0,0.0487,421.36,121.08,0.088,-0.003,0.61,0.018,0.838,90.99,0.0155,29.71
89.04,58.14,423,127.52,31.17,107.27,0,0.05,406.98,25.8,-0.407,0.0159,0.451,0.121,0.807,79.45,0.1057,20.42
75.41,62.14,2475,70.4,20.1,95.35,0,0.038,331.36,158.98,1.235,0.0372,0.68,0.707,0.938,107.93,0.6188,8.64
85.85,75.51,197,38.08,57.25,25.33,0,0.042,390.23,143.23,1.179,-0.0097,1.0,0.056,0.834,135.3,0.0493,28.13
86.13,21.01,1288,78.67,28.17,82.23,1,0.0306,354.54,182.98,-0.047,-0.0389,0.279,0.368,0.851,121.22,0.322,7.96
73.45,44.62,1837,87.02,58.78,92.85,1,0.037,425.43,74.47,0.872,-0.0201,0.891,0.525,0.892,120.5,0.4592,24.93
66.16,72.6,3380,181.06,57.18,101.24,0,0.0151,389.6,119.76,-0.273,-0.0271,0.637,0.966,0.958,91.79,0.845,15.71
91.15,58.38,215,73.54,50.01,21.73,0,0.0263,432.07,195.2,1.252,0.0253,0.962,0.061,0.878,97.17,0.0537,25.97
95.09,80.43,625,246.34,28.58,3.45,0,0.0121,363.18,240.17,0.346,0.0218,0.402,0.179,0.837,89.09,0.1562,18.46
73.87,59.0,2757,66.52,28.79,5.32,1,0.0351,338.59,133.13,1.335,-0.0396,0.8,0.788,0.982,139.54,0.6893,11.03
85.76,53.46,639,66.69,46.65,60.38,0,0.0422,394.11,168.86,0.031,-0.0282,0.443,0.183,0.937,133.92,0.1598,19.0
78.66,20.84,2418,54.95,42.68,57.88,0,0.0107,396.57,141.32,1.321,-0.0262,0.922,0.691,0.816,28.06,0.6045,16.04
85.82,95.82,841,53.49,35.66,55.11,1,0.0483,347.04,242.88,-0.226,0.0054,0.42,0.24,0.802,165.96,0.2102,5.4
69.98,93.59,3239,187.54,33.33,37.04,1,0.0343,422.55,38.99,0.394,-0.0482,0.465,0.925,0.918,40.69,0.8097,5.67
71.48,55.58,2315,60.35,55.09,121.85,0,0.034,332.9,69.86,0.067,-0.0367,0.535,0.661,0.944,44.01,0.5787,5.79
86.75,27.37,1085,161.15,49.43,24.27,0,0.0144,405.37,219.8,0.362,-0.0005,0.601,0.31,0.881,143.33,0.2712,20.16
70.49,47.15,2964,229.16,42.6,95.27,1,0.03,335.43,182.6,1.245,-0.0278,0.891,0.847,0.829,147.23,0.741,1.35
84.15,38.04,661,173.13,62.34,149.03,1,0.0257,357.54,89.59,-0.444,0.0239,0.753,0.189,0.925,99.77,0.1653,14.39
65.59,86.82,2958,171.58,48.71,94.64,0,0.0474,312.17,166.95,0.313,-0.0391,0.575,0.845,0.948,46.13,0.7395,29.9
90.76,85.75,694,68.32,33.39,26.9,1,0.0311,447.4,122.96,1.263,-0.0149,0.813,0.198,0.845,108.88,0.1735,0.4
73.64,69.7,3422,214.25,33.37,84.14,1,0.0077,359.1,91.97,0.489,0.0465,0.504,0.978,0.853,33.66,0.8555,25.39
71.37,70.71,1968,80.95,62.58,108.79,1,0.0373,317.7,51.79,-0.289,-0.0158,0.693,0.562,0.95,101.59,0.492,23.52
72.41,33.33,2145,230.68,63.37,117.79,0,0.0224,358.48,166.67,0.871,-0.0233,0.933,0.613,0.855,15.86,0.5363,10.44
75.13,21.28,2968,87.71,39.97,36.83,0,0.0126,328.47,124.46,0.819,-0.0314,0.697,0.848,0.963,103.08,0.742,13.02
85.17,76.11,1452,71.08,49.26,12.27,0,0.008,302.56,214.73,0.143,-0.0073,0.512,0.415,0.889,125.83,0.363,18.09
92.82,97.92,78,119.03,33.01,84.92,1,0.0459,342.92,168.96,0.544,-0.0133,0.522,0.022,0.876,127.97,0.0195,20.35
74.01,66.62,3213,48.65,37.48,83.01,1,0.0104,414.18,195.73,-0.158,0.0232,0.409,0.918,0.847,132.33,0.8033,22.47
90.44,89.99,240,169.85,39.72,27.64,1,0.0434,440.82,132.72,1.365,0.0438,0.913,0.069,0.819,136.46,0.06,26.86
83.31,50.17,2149,95.03,35.12,124.47,1,0.0103,363.78,123.42,-0.243,-0.0061,0.421,0.614,0.865,144.45,0.5373,26.0
70.0,44.06,3031,147.5,47.02,100.31,1,0.0244,435.07,197.85,-0.303,0.0374,0.555,0.866,0.911,64.17,0.7578,12.91
81.59,63.91,1747,29.42,31.73,35.64,0,0.0358,430.84,186.08,0.582,0.0388,0.526,0.499,0.91,39.45,0.4368,13.67
87.93,72.77,1692,12.83,33.96,88.8,1,0.0058,409.02,240.46,0.394,0.0153,0.471,0.483,0.875,82.7,0.423,29.16
87.35,74.98,1568,105.01,23.12,96.8,0,0.0139,305.57,33.13,0.694,-0.0225,0.491,0.448,0.891,53.62,0.392,3.86
68.5,97.31,2899,51.77,47.6,32.04,1,0.0352,446.02,224.99,0.782,0.0394,0.752,0.828,0.836,171.6,0.7248,16.05
89.83,14.23,1096,125.58,28.69,15.18,1,0.0218,402.42,91.57,1.418,0.0343,0.832,0.313,0.986,176.46,0.274,15.87
63.36,17.22,3102,44.73,64.15,44.61,1,0.0293,430.43,222.37,-0.161,0.0159,0.657,0.886,0.926,125.49,0.7755,0.01
64.63,59.99,3403,236.25,37.65,95.44,1,0.0491,428.46,164.38,1.229,-0.0312,0.839,0.972,0.824,175.91,0.8508,7.11
89.78,72.96,1057,114.84,43.94,38.99,0,0.0079,385.66,78.14,0.961,0.0066,0.79,0.302,0.834,45.0,0.2642,18.38
81.62,72.56,1916,168.89,33.04,64.17,0,0.0273,349.96,39.69,1.161,0.0322,0.769,0.547,0.802,29.82,0.479,8.2
79.4,31.13,1843,122.24,21.36,57.12,1,0.0426,346.27,205.5,-0.277,-0.0092,0.308,0.527,0.889,178.67,0.4607,13.2
80.88,53.27,860,187.85,64.29,102.29,0,0.0314,447.83,164.81,-0.227,-0.0333,0.684,0.246,0.942,34.62,0.215,25.45
72.82,10.66,2579,126.95,62.38,123.19,1,0.0064,382.37,15.77,-0.465,0.0068,0.762,0.737,0.981,132.4,0.6448,28.05
74.71,22.27,1935,90.03,50.89,149.14,0,0.0379,389.21,138.41,0.288,-0.0374,0.585,0.553,0.846,171.18,0.4838,6.68
72.34,67.2,2905,166.07,30.11,115.51,0,0.0342,388.79,208.48,1.359,-0.0005,0.822,0.83,0.807,46.0,0.7263,29.44
83.97,64.2,961,73.4,62.15,3.06,1,0.0157,335.78,71.09,0.565,-0.0163,0.8,0.275,0.982,77.11,0.2402,12.02
79.22,97.93,2816,204.64,26.34,19.35,1,0.006,405.69,108.47,-0.489,0.0115,0.439,0.805,0.981,70.0,0.704,18.14
83.87,23.39,843,26.99,57.37,37.85,1,0.0256,413.72,49.13,0.328,-0.0384,0.661,0.241,0.815,97.19,0.2107,5.12
93.81,69.06,98,140.13,30.77,60.91,0,0.0404,422.7,249.16,1.238,-0.0015,0.779,0.028,0.893,105.16,0.0245,24.87
96.14,44.12,115,94.55,32.7,60.29,0,0.0286,402.31,122.18,-0.444,0.0391,0.479,0.033,0.925,51.86,0.0288,28.78
74.51,54.46,2937,220.74,26.49,117.87,1,0.0225,409.0,102.09,-0.482,-0.0292,0.437,0.839,0.836,154.41,0.7343,18.06
81.83,90.11,316,96.72,64.8,98.48,0,0.046,353.9,145.3,1.154,-0.0406,1.06,0.09,0.833,90.63,0.079,14.11
76.45,55.45,2150,248.61,54.45,61.54,1,0.0146,438.28,179.1,0.083,0.0278,0.536,0.614,0.801,49.23,0.5375,27.35
58.31,84.41,3418,102.35,59.37,128.17,0,0.0476,364.34,69.32,0.875,-0.0398,0.898,0.977,0.828,131.5,0.8545,6.82
93.62,82.52,255,93.5,45.35,66.54,0,0.0192,349.43,151.08,0.627,-0.0383,0.669,0.073,0.868,139.47,0.0638,1.96
69.92,85.98,3144,205.52,52.37,79.46,1,0.0118,307.53,43.53,0.434,-0.0126,0.657,0.898,0.881,160.25,0.786,0.92
73.36,29.49,2849,212.38,34.62,19.78,1,0.0324,316.43,241.5,-0.099,0.0165,0.359,0.814,0.879,27.27,0.7123,19.89
64.87,90.88,3498,243.05,42.21,148.92,0,0.0382,363.63,164.46,0.617,-0.0232,0.636,0.999,0.885,64.01,0.8745,11.82
77.27,96.18,2272,58.36,43.72,70.13,1,0.0242,308.99,137.01,-0.242,-0.0368,0.5,0.649,0.966,31.61,0.568,27.83
87.87,80.27,1642,133.76,36.11,107.69,0,0.0066,300.04,31.0,-0.064,0.0318,0.359,0.469,0.887,133.56,0.4105,28.69
83.55,51.79,794,14.77,59.41,6.29,0,0.0277,326.02,222.36,1.453,0.0458,1.13,0.227,0.92,111.47,0.1985,10.54
76.88,50.29,2461,162.98,42.36,31.81,1,0.0204,414.25,238.08,0.937,0.0497,0.766,0.703,0.953,88.5,0.6152,19.03
75.54,37.71,2673,168.16,40.92,47.8,0,0.0194,326.0,58.85,0.891,0.0248,0.734,0.764,0.86,28.15,0.6683,24.62
70.58,47.29,2492,81.59,59.42,30.28,1,0.0238,311.72,194.2,0.591,0.0075,0.785,0.712,0.866,169.01,0.623,7.85
84.73,43.27,1296,67.69,50.34,90.21,1,0.016,382.23,102.27,0.291,0.0171,0.581,0.37,0.966,153.42,0.324,25.05
83.79,73.25,1488,226.4,23.2,126.11,0,0.0349,420.06,241.41,-0.027,-0.0253,0.225,0.425,0.891,101.26,0.372,6.15
72.08,30.13,2531,173.78,45.85,107.67,1,0.036,365.93,50.26,-0.339,0.0107,0.559,0.723,0.927,155.34,0.6328,18.44
98.39,63.99,9,134.65,36.93,111.83,0,0.0195,375.3,61.91,-0.469,-0.0389,0.528,0.003,0.98,78.59,0.0023,23.38
75.09,46.53,3097,125.08,21.13,115.53,1,0.0128,395.19,161.99,-0.024,-0.0085,0.205,0.885,0.81,61.49,0.7742,24.9
78.25,78.74,2473,21.45,45.87,85.45,1,0.0074,395.79,62.6,0.832,0.0454,0.756,0.707,0.926,84.45,0.6182,24.98
77.24,59.23,3050,161.22,20.22,143.12,1,0.0062,315.28,105.71,1.053,0.0335,0.608,0.871,0.959,47.21,0.7625,7.3
86.69,68.24,419,14.34,53.6,86.15,0,0.0365,371.97,137.59,0.623,-0.045,0.744,0.12,0.974,24.05,0.1047,27.5
90.12,46.15,889,221.88,38.02,12.33,1,0.0229,380.37,168.68,0.193,0.013,0.428,0.254,0.907,36.59,0.2223,19.52
87.47,49.16,1192,220.34,49.63,101.92,0,0.0078,445.37,147.08,0.925,-0.0315,0.828,0.341,0.984,30.39,0.298,13.04
85.85,84.42,961,219.57,35.29,87.02,1,0.0447,416.92,204.81,1.054,0.0337,0.747,0.275,0.854,72.06,0.2402,4.64
79.75,55.33,2391,230.24,21.06,122.31,1,0.0202,416.17,209.71,0.72,0.0114,0.482,0.683,0.974,39.26,0.5978,4.17
71.91,28.83,2225,69.22,48.52,29.5,0,0.0441,362.99,152.07,-0.276,0.0347,0.558,0.636,0.862,53.77,0.5563,8.74
83.32,41.93,1758,150.2,32.1,118.61,1,0.0263,371.51,48.98,0.055,0.0149,0.318,0.502,0.881,100.72,0.4395,17.37
85.14,13.25,412,103.78,58.74,45.08,0,0.0346,330.98,71.0,0.975,0.0038,0.932,0.118,0.825,44.06,0.103,28.94
80.1,44.52,1886,202.83,43.82,78.84,1,0.0251,356.23,153.75,0.378,0.0467,0.556,0.539,0.952,52.5,0.4715,7.34
79.94,67.28,2376,147.56,20.17,52.84,1,0.0193,350.54,97.91,1.296,0.0149,0.705,0.679,0.935,41.13,0.594,9.64
69.11,37.33,3091,143.63,24.09,64.9,0,0.0445,400.31,23.89,-0.359,0.0325,0.366,0.883,0.912,100.91,0.7728,8.5
74.69,92.25,2619,228.53,48.46,91.34,1,0.0139,447.83,153.85,1.422,-0.0317,1.016,0.748,0.82,120.44,0.6548,11.85
64.91,87.95,3080,107.5,54.18,24.58,0,0.0381,361.07,103.67,0.922,-0.0355,0.869,0.88,0.976,53.29,0.77,7.38
77.66,25.25,1982,20.63,27.45,76.64,1,0.046,314.66,98.65,0.298,-0.0204,0.373,0.566,0.905,177.64,0.4955,9.93
80.61,74.87,1531,104.27,59.34,127.34,0,0.012,311.78,183.45,0.125,0.0439,0.598,0.437,0.853,35.71,0.3828,9.59
93.33,11.03,350,52.23,43.02,112.67,0,0.021,357.25,71.97,1.482,0.0103,0.99,0.1,0.913,87.8,0.0875,9.63
84.9,37.64,642,240.45,45.56,68.3,1,0.0464,330.02,54.52,0.92,-0.0219,0.789,0.183,0.828,89.02,0.1605,3.4
86.69,55.88,783,231.95,24.84,137.68,1,0.0492,300.98,129.29,0.488,-0.0038,0.424,0.224,0.93,127.77,0.1958,7.87
73.41,49.24,3455,126.36,33.67,134.58,0,0.0089,303.31,219.6,0.795,-0.0036,0.629,0.987,0.945,103.68,0.8638,7.28
78.94,11.41,2473,162.69,38.76,10.75,0,0.0138,399.05,167.95,1.171,0.0194,0.826,0.707,0.872,104.06,0.6182,8.0
85.94,89.83,1801,151.21,22.69,126.34,1,0.0124,351.63,38.19,-0.048,-0.0257,0.229,0.515,0.942,21.76,0.4502,23.79
100.0,34.91,111,12.25,26.21,85.67,1,0.0071,370.62,178.24,0.466,-0.028,0.428,0.032,0.96,97.44,0.0278,17.54
93.91,71.89,202,127.42,43.38,59.39,0,0.0235,389.83,104.28,0.871,-0.0234,0.749,0.058,0.914,40.49,0.0505,4.41
99.06,66.18,265,227.95,33.61,142.96,0,0.0065,363.65,124.41,-0.411,0.0441,0.475,0.076,0.826,179.87,0.0663,23.39
67.56,63.43,2572,17.82,53.11,53.6,0,0.0457,426.66,148.79,0.143,0.0026,0.547,0.735,0.902,51.2,0.643,13.86
76.76,73.22,2076,168.64,31.49,9.57,1,0.0468,321.62,34.29,-0.351,-0.044,0.431,0.593,0.908,146.53,0.519,27.26
60.71,43.36,3346,45.85,60.23,144.16,1,0.0377,443.84,121.58,-0.024,0.0383,0.566,0.956,0.862,67.81,0.8365,16.47
62.18,31.8,3145,197.2,64.27,106.61,1,0.0317,418.62,194.3,0.306,-0.0375,0.716,0.899,0.82,86.63,0.7863,8.23
73.08,86.75,3143,67.89,45.57,14.36,0,0.0072,345.27,159.01,0.294,-0.015,0.538,0.898,0.945,48.2,0.7858,12.48
98.82,83.05,108,94.46,24.58,142.07,1,0.0163,415.49,68.02,0.248,0.0079,0.326,0.031,0.98,34.95,0.027,7.39
89.39,60.68,668,35.17,29.34,57.33,1,0.0384,300.07,84.1,0.64,0.0314,0.527,0.191,0.806,165.46,0.167,15.87
74.91,17.99,2240,93.67,47.17,116.11,1,0.0303,311.34,218.21,0.393,-0.0338,0.593,0.64,0.847,156.46,0.56,14.89
77.45,92.65,1954,116.24,35.8,91.02,1,0.0454,403.31,241.51,-0.386,-0.0101,0.485,0.558,0.8,158.39,0.4885,21.53
90.43,37.48,47,239.46,45.49,64.17,1,0.0428,400.64,114.36,0.067,-0.0467,0.447,0.013,0.839,105.99,0.0118,13.95
84.35,70.61,1510,38.88,47.46,77.1,0,0.0137,353.37,237.94,-0.29,-0.0234,0.554,0.431,0.97,63.73,0.3775,25.27
92.72,19.76,1111,53.38,26.35,13.46,1,0.0063,358.55,213.75,1.095,-0.0278,0.681,0.317,0.955,41.66,0.2777,8.77
87.64,94.12,462,240.16,56.94,58.15,1,0.0242,347.93,36.25,-0.452,-0.0096,0.706,0.132,0.918,42.87,0.1155,0.65
87.27,84.49,518,169.33,43.45,57.0,1,0.0424,311.79,28.27,0.046,0.0097,0.419,0.148,0.811,33.26,0.1295,0.37
77.25,52.59,1687,230.65,61.3,15.59,1,0.0214,395.68,182.11,-0.119,0.0361,0.613,0.482,0.971,119.56,0.4218,1.2
76.35,50.12,1388,93.98,56.38,56.04,0,0.0433,357.78,156.44,0.472,-0.0072,0.709,0.397,0.843,35.3,0.347,18.27
67.33,58.83,3407,93.32,56.61,113.49,0,0.0093,359.62,244.92,0.177,-0.0042,0.593,0.973,0.978,21.14,0.8518,23.48
96.39,51.86,292,163.09,40.41,5.45,0,0.0125,316.78,150.75,-0.217,-0.0492,0.46,0.083,0.949,48.12,0.073,14.07
93.95,66.84,375,196.64,41.47,30.14,0,0.0198,308.35,219.21,-0.14,-0.0308,0.439,0.107,0.951,152.02,0.0938,17.79
94.52,50.78,78,200.63,54.39,119.98,0,0.0083,368.53,66.18,1.323,-0.028,1.031,0.022,0.874,173.02,0.0195,9.96
73.25,67.68,3484,69.61,30.84,54.23,1,0.0087,349.72,147.6,0.728,-0.0209,0.576,0.995,0.953,27.98,0.871,19.42
77.4,18.53,2144,51.54,45.4,13.96,1,0.0242,422.61,103.11,1.261,0.041,0.923,0.613,0.837,23.37,0.536,23.7
78.97,84.19,1981,174.25,42.3,132.27,1,0.0291,418.18,226.75,1.283,0.033,0.904,0.566,0.943,102.95,0.4953,18.53
69.62,41.2,2807,134.49,43.04,115.59,1,0.0411,353.64,116.63,0.877,0.0161,0.748,0.802,0.904,93.02,0.7017,5.34
92.2,15.41,834,17.8,26.61,42.53,1,0.0196,344.24,120.64,-0.016,-0.0309,0.252,0.238,0.931,105.66,0.2085,26.75
74.41,47.05,2565,249.59,28.06,129.04,0,0.0391,312.21,213.52,-0.12,0.0304,0.307,0.733,0.918,149.92,0.6412,18.81
89.37,46.59,440,37.74,28.84,131.4,0,0.0476,357.54,107.0,0.704,0.0171,0.548,0.126,0.803,70.03,0.11,0.79
70.72,93.56,2254,118.18,62.48,146.69,0,0.029,431.76,201.98,0.103,0.0056,0.618,0.644,0.932,17.15,0.5635,12.16
83.03,78.32,1723,68.16,30.23,90.75,0,0.0298,353.04,157.64,0.288,0.0062,0.394,0.492,0.924,16.48,0.4308,0.26
85.84,25.3,833,73.46,61.92,11.85,0,0.011,346.82,173.04,0.123,0.0249,0.621,0.238,0.928,73.2,0.2082,16.33
84.31,95.37,717,179.88,60.17,121.12,1,0.0262,307.91,130.44,-0.245,0.0487,0.653,0.205,0.947,163.91,0.1792,22.25
95.28,97.64,150,78.74,31.81,107.86,0,0.0307,347.87,159.34,0.808,0.0226,0.617,0.043,0.875,160.68,0.0375,14.75
67.25,30.93,2928,236.77,59.02,75.33,0,0.0249,405.21,42.2,1.194,-0.0312,1.022,0.837,0.953,96.27,0.732,16.07
74.9,49.8,2358,193.4,24.18,69.22,0,0.0437,365.66,237.38,0.983,-0.0199,0.616,0.674,0.835,168.1,0.5895,0.95
86.46,74.67,887,143.47,51.51,104.59,0,0.0216,314.73,79.18,0.196,-0.0427,0.554,0.253,0.942,16.31,0.2218,16.71
67.85,13.12,3383,76.23,52.01,136.7,0,0.0123,435.63,244.51,-0.002,0.0189,0.481,0.967,0.825,47.56,0.8458,18.72
63.05,13.7,3210,160.63,49.1,82.64,1,0.0475,423.26,220.3,0.822,-0.0098,0.782,0.917,0.82,43.51,0.8025,29.84
90.82,88.96,645,128.1,25.7,80.46,0,0.0327,339.71,23.13,0.06,-0.0208,0.261,0.184,0.84,70.84,0.1613,23.5
87.13,28.33,165,57.97,54.04,108.91,1,0.0433,376.69,155.45,-0.331,0.0247,0.631,0.047,0.94,93.12,0.0413,12.97
67.74,22.29,2739,225.52,62.56,141.11,1,0.0236,326.07,37.83,-0.166,0.0097,0.644,0.783,0.879,55.81,0.6847,26.45
81.63,43.0,1155,146.96,57.67,127.57,1,0.0258,301.72,38.87,1.46,0.0081,1.116,0.33,0.943,58.72,0.2888,22.91
92.16,29.85,22,224.32,52.34,114.77,1,0.0263,319.95,39.73,-0.148,-0.0042,0.542,0.006,0.931,40.14,0.0055,27.32
