vehicle_id,timestamp,voltage,current,battery_temperature,ambient_temperature,soc,soh,charge_cycles,charging_status,charging_type,battery_capacity,speed,distance,power,cell_voltage_max,cell_voltage_min,voltage_imbalance,risk_level,fault_code
EV01026,2026-01-02 01:05:00,401.75,178.25,28.2,36.07,18.92,92.86,357,Discharging,None,60,52.33,10264.26,71.61,4.058,3.956,0.102,Low,NONE
EV01027,2026-01-02 01:06:00,396.6,126.37,36.45,30.01,16.14,76.66,1167,Discharging,None,75,97.39,30896.25,50.12,4.103,3.949,0.154,Medium,NONE
EV01028,2026-01-02 01:07:00,394.75,32.51,46.19,24.28,20.78,68.71,1317,Discharging,None,90,34.29,30616.19,12.83,4.116,3.985,0.131,Medium,NONE
EV01029,2026-01-02 01:08:00,393.76,39.24,56.49,33.04,21.91,50.95,1793,Discharging,None,75,97.07,39718.35,15.45,4.114,3.995,0.119,High,OVERHEAT
EV01030,2026-01-02 01:09:00,403.14,167.3,31.68,27.48,93.65,99.18,41,Charging,Slow AC,75,0.0,996.79,67.45,4.051,3.981,0.07,Low,NONE
EV01031,2026-01-02 01:10:00,391.41,79.02,33.88,38.43,62.64,98.24,88,Idle,None,75,0.0,2261.61,30.93,4.11,3.931,0.179,Low,NONE
EV01032,2026-01-02 01:11:00,400.56,63.87,27.0,31.44,7.89,70.2,1490,Discharging,None,90,83.22,35586.57,25.58,4.121,3.961,0.16,Medium,NONE
EV01033,2026-01-02 01:12:00,401.26,149.19,26.34,20.58,89.96,93.34,333,Idle,None,90,0.0,6700.92,59.86,4.178,4.145,0.033,Low,NONE
EV01034,2026-01-02 01:13:00,402.51,39.11,40.52,34.21,34.85,64.06,1776,Idle,None,75,0.0,52926.29,15.74,4.079,3.961,0.118,Medium,NONE
EV01035,2026-01-02 01:14:00,390.25,153.96,54.69,26.33,72.38,50.77,1874,Idle,None,90,0.0,54967.44,60.08,4.127,3.957,0.17,High,OVERHEAT
EV01036,2026-01-02 01:15:00,396.05,154.03,48.44,21.3,83.38,72.31,1047,Charging,Slow AC,60,0.0,21014.36,61.0,4.057,3.94,0.117,Medium,NONE
EV01037,2026-01-02 01:16:00,400.33,85.48,47.24,36.84,94.4,81.07,657,Discharging,None,90,55.07,14518.01,34.22,4.135,4.004,0.131,Medium,NONE
EV01038,2026-01-02 01:17:00,398.49,94.08,29.07,21.81,74.31,92.0,400,Discharging,None,90,82.66,7296.52,37.49,4.075,4.053,0.022,Low,NONE
EV01039,2026-01-02 01:18:00,399.57,93.66,55.7,38.86,34.24,59.16,1414,Idle,None,60,0.0,38134.03,37.42,4.161,4.091,0.07,High,OVERHEAT
EV01040,2026-01-02 01:19:00,395.69,65.93,34.76,31.3,44.33,65.4,1730,Charging,Slow AC,60,0.0,34816.85,26.09,4.094,3.962,0.132,Medium,NONE
EV01041,2026-01-02 01:20:00,393.97,98.38,45.25,26.98,65.97,77.0,940,Idle,None,90,0.0,26301.92,38.76,4.056,3.902,0.154,Medium,NONE
EV01042,2026-01-02 01:21:00,395.79,106.07,32.37,34.04,37.96,66.4,1680,Idle,None,75,0.0,34422.13,41.98,4.155,4.054,0.101,Medium,NONE
EV01043,2026-01-02 01:22:00,402.45,147.09,28.18,35.47,29.53,80.46,977,Discharging,None,60,112.19,23647.66,59.2,4.145,4.049,0.096,Low,NONE
EV01044,2026-01-02 01:23:00,397.01,71.68,44.73,33.17,90.62,82.62,680,Idle,None,60,0.0,17376.49,28.46,4.18,4.159,0.021,Medium,NONE
EV01045,2026-01-02 01:24:00,396.32,73.55,47.68,22.0,91.75,80.92,647,Charging,Slow AC,90,0.0,13091.35,29.15,4.053,3.904,0.149,Medium,NONE
EV01046,2026-01-02 01:25:00,396.85,112.15,40.22,27.99,84.24,89.08,537,Idle,None,75,0.0,13538.47,44.51,4.122,4.038,0.084,Medium,NONE
EV01047,2026-01-02 01:26:00,390.6,168.64,33.2,38.7,93.05,95.2,240,Discharging,None,75,97.41,7067.47,65.87,4.11,4.085,0.025,Low,NONE
EV01048,2026-01-02 01:27:00,397.68,167.58,56.03,39.3,94.57,78.66,426,Idle,None,60,0.0,8332.0,66.64,4.1,3.926,0.174,High,OVERHEAT
EV01049,2026-01-02 01:28:00,404.55,69.48,51.8,36.03,48.58,83.4,358,Discharging,None,60,85.86,7304.95,28.11,4.076,4.007,0.069,High,OVERHEAT
EV01050,2026-01-02 01:29:00,392.77,157.24,40.28,34.48,19.64,76.64,1157,Discharging,None,60,67.73,25611.98,61.76,4.121,3.991,0.13,Medium,NONE
EV01051,2026-01-02 01:30:00,400.48,166.05,48.4,36.63,72.09,61.64,1582,Charging,Slow AC,60,0.0,34519.68,66.5,4.19,4.106,0.084,Medium,NONE
EV01052,2026-01-02 01:31:00,394.91,65.31,48.62,37.45,61.71,70.84,1113,Charging,Slow AC,75,0.0,28980.87,25.79,4.196,4.172,0.024,Medium,NONE
EV01053,2026-01-02 01:32:00,403.28,48.51,33.23,27.25,52.64,99.54,23,Idle,None,90,0.0,621.46,19.56,4.187,4.064,0.123,Low,NONE
EV01054,2026-01-02 01:33:00,392.07,50.08,32.39,28.71,37.26,72.82,1359,Charging,Slow AC,60,0.0,29109.19,19.63,4.108,3.957,0.151,Medium,NONE
EV01055,2026-01-02 01:34:00,390.52,173.36,39.76,23.27,69.82,65.44,1728,Charging,Slow AC,60,0.0,38284.6,67.7,4.16,4.035,0.125,Medium,NONE
EV01056,2026-01-02 01:35:00,396.07,149.11,30.63,22.57,53.16,71.5,1425,Discharging,None,60,68.61,42064.65,59.06,4.11,3.967,0.143,Medium,NONE
EV01057,2026-01-02 01:36:00,394.54,61.38,47.19,32.07,81.23,75.41,942,Idle,None,75,0.0,25784.46,24.22,4.157,4.002,0.155,Medium,NONE
EV01058,2026-01-02 01:37:00,404.58,37.87,31.26,28.48,77.16,63.96,1802,Idle,None,60,0.0,35687.97,15.32,4.101,3.932,0.169,Medium,NONE
EV01059,2026-01-02 01:38:00,398.85,51.62,53.45,34.55,48.22,86.86,119,Discharging,None,75,23.98,3381.36,20.59,4.119,4.091,0.028,High,OVERHEAT
EV01060,2026-01-02 01:39:00,398.99,79.09,39.9,33.5,77.85,98.64,68,Idle,None,75,0.0,1369.84,31.56,4.104,4.081,0.023,Low,NONE
EV01061,2026-01-02 01:40:00,394.87,121.76,45.85,27.14,8.48,64.68,1532,Discharging,None,60,37.52,37411.17,48.08,4.069,4.026,0.043,Medium,NONE
EV01062,2026-01-02 01:41:00,397.4,162.83,37.09,29.16,63.64,61.98,1901,Idle,None,90,0.0,47199.59,64.71,4.056,3.984,0.072,Medium,NONE
EV01063,2026-01-02 01:42:00,390.57,117.5,50.33,36.25,14.61,70.36,1069,Idle,None,60,0.0,23574.95,45.89,4.146,4.078,0.068,High,OVERHEAT
EV01064,2026-01-02 01:43:00,396.01,49.43,51.14,34.43,75.56,87.45,182,Discharging,None,60,99.36,4522.83,19.57,4.199,4.081,0.118,High,OVERHEAT
EV01065,2026-01-02 01:44:00,398.09,147.0,49.3,20.98,59.47,83.36,460,Discharging,None,75,94.69,12576.27,58.52,4.092,3.965,0.127,Medium,NONE
EV01066,2026-01-02 01:45:00,399.07,165.56,48.74,25.45,43.68,91.85,58,Discharging,None,90,32.98,1229.87,66.07,4.14,3.964,0.176,Medium,NONE
EV01067,2026-01-02 01:46:00,394.77,55.41,25.63,26.49,11.05,87.82,609,Idle,None,90,0.0,15414.88,21.87,4.119,4.032,0.087,Low,NONE
EV01068,2026-01-02 01:47:00,398.93,106.63,41.65,31.15,37.58,85.2,674,Discharging,None,75,35.18,19042.03,42.54,4.125,4.02,0.105,Medium,NONE
EV01069,2026-01-02 01:48:00,392.55,82.41,39.1,33.21,59.27,96.4,180,Idle,None,75,0.0,4452.46,32.35,4.102,4.049,0.053,Low,NONE
EV01070,2026-01-02 01:49:00,404.77,79.07,35.21,26.31,69.08,98.4,80,Charging,Fast DC,90,0.0,1777.56,32.01,4.115,3.936,0.179,Low,NONE
EV01071,2026-01-02 01:50:00,390.35,175.74,44.48,29.82,27.3,58.3,1906,Idle,None,60,0.0,42963.42,68.6,4.192,4.152,0.04,High,BATTERY_DEGRADED
EV01072,2026-01-02 01:51:00,395.94,53.81,28.87,25.79,87.16,68.2,1590,Idle,None,75,0.0,39115.34,21.31,4.103,4.048,0.055,Medium,NONE
EV01073,2026-01-02 01:52:00,403.51,64.62,51.97,32.61,68.1,61.9,1426,Idle,None,90,0.0,31105.77,26.07,4.13,4.047,0.083,High,OVERHEAT
EV01074,2026-01-02 01:53:00,402.89,99.17,41.24,36.52,47.7,60.77,1912,Charging,Slow AC,75,0.0,34492.57,39.95,4.174,4.032,0.142,Medium,NONE
EV01075,2026-01-02 01:54:00,399.84,129.34,28.44,31.6,44.72,82.48,876,Discharging,None,60,83.64,22273.62,51.72,4.071,3.952,0.119,Low,NONE
EV01076,2026-01-02 01:55:00,404.98,115.93,50.63,38.91,35.88,80.88,531,Charging,Slow AC,90,0.0,10137.64,46.95,4.106,3.967,0.139,High,OVERHEAT
EV01077,2026-01-02 01:56:00,403.25,124.66,44.32,37.27,85.78,89.54,350,Discharging,None,75,92.31,7305.12,50.27,4.121,3.987,0.134,Medium,NONE
EV01078,2026-01-02 01:57:00,393.0,41.22,27.27,20.62,59.87,80.8,960,Charging,Slow AC,60,0.0,26458.6,16.2,4.196,4.096,0.1,Low,NONE
EV01079,2026-01-02 01:58:00,391.67,116.64,36.59,38.4,20.13,80.68,966,Idle,None,60,0.0,17467.79,45.68,4.055,3.927,0.128,Low,NONE
EV01080,2026-01-02 01:59:00,403.01,179.29,55.18,21.41,44.62,76.82,552,Idle,None,90,0.0,10737.38,72.26,4.166,4.042,0.124,High,OVERHEAT
EV01081,2026-01-02 02:00:00,398.01,23.8,41.83,34.52,32.83,81.84,835,Idle,None,60,0.0,18671.0,9.47,4.157,4.055,0.102,Medium,NONE
EV01082,2026-01-02 02:01:00,399.74,88.57,29.34,22.92,29.94,65.8,1710,Idle,None,60,0.0,45595.32,35.4,4.105,3.98,0.125,Medium,NONE
EV01083,2026-01-02 02:02:00,392.13,58.89,41.89,25.29,36.35,69.69,1440,Charging,Slow AC,90,0.0,34414.45,23.09,4.087,4.025,0.062,Medium,NONE
EV01084,2026-01-02 02:03:00,394.43,91.15,52.56,33.99,58.98,65.21,1237,Charging,Fast DC,60,0.0,30011.29,35.95,4.054,3.893,0.161,High,OVERHEAT
EV01085,2026-01-02 02:04:00,398.45,134.21,35.73,34.32,58.93,87.12,644,Discharging,None,90,63.99,13870.83,53.48,4.162,4.031,0.131,Low,NONE
EV01086,2026-01-02 02:05:00,392.2,66.77,38.45,32.74,7.66,90.94,453,Idle,None,75,0.0,8960.5,26.19,4.052,3.974,0.078,Low,NONE
EV01087,2026-01-02 02:06:00,397.63,159.24,43.09,29.54,90.5,83.05,724,Idle,None,60,0.0,18133.03,63.32,4.125,4.021,0.104,Medium,NONE
EV01088,2026-01-02 02:07:00,395.67,168.17,47.69,37.42,50.79,73.63,1011,Discharging,None,60,86.87,18983.58,66.54,4.084,4.031,0.053,Medium,NONE
EV01089,2026-01-02 02:08:00,392.25,117.38,50.51,22.39,23.71,70.77,1041,Discharging,None,90,111.27,30059.52,46.04,4.176,4.021,0.155,High,OVERHEAT
EV01090,2026-01-02 02:09:00,401.75,103.86,32.99,24.05,68.1,83.28,836,Idle,None,60,0.0,24598.75,41.73,4.126,4.063,0.063,Low,NONE
EV01091,2026-01-02 02:10:00,404.42,155.46,43.82,21.59,80.8,78.26,934,Idle,None,90,0.0,19591.27,62.87,4.088,3.95,0.138,Medium,NONE
EV01092,2026-01-02 02:11:00,400.35,124.13,33.58,33.79,48.33,97.96,102,Idle,None,75,0.0,2511.62,49.7,4.064,4.014,0.05,Low,NONE
EV01093,2026-01-02 02:12:00,402.46,30.19,56.61,30.45,10.78,76.99,486,Charging,Slow AC,75,0.0,9321.11,12.15,4.182,4.154,0.028,High,OVERHEAT
EV01094,2026-01-02 02:13:00,401.85,31.69,41.74,28.84,50.22,94.13,224,Idle,None,90,0.0,4609.9,12.73,4.123,4.012,0.111,Medium,NONE
EV01095,2026-01-02 02:14:00,398.73,157.78,28.9,37.73,78.85,91.64,418,Idle,None,90,0.0,10605.9,62.91,4.118,4.098,0.02,Low,NONE
EV01096,2026-01-02 02:15:00,401.32,116.22,42.24,23.53,53.19,76.75,1073,Discharging,None,90,49.96,30480.85,46.64,4.087,4.023,0.064,Medium,NONE
EV01097,2026-01-02 02:16:00,398.42,69.41,40.4,39.54,94.84,79.32,1018,Charging,Slow AC,90,0.0,24071.71,27.65,4.074,4.044,0.03,Medium,NONE
EV01098,2026-01-02 02:17:00,396.48,68.74,57.39,28.86,65.6,63.63,1123,Charging,Fast DC,60,0.0,30494.2,27.25,4.082,3.982,0.1,High,OVERHEAT
EV01099,2026-01-02 02:18:00,394.8,104.86,28.6,26.0,62.91,76.22,1189,Idle,None,60,0.0,26021.49,41.4,4.079,3.996,0.083,Medium,NONE
EV01100,2026-01-02 02:19:00,392.58,45.27,48.19,26.51,54.06,73.65,990,Idle,None,90,0.0,27190.33,17.77,4.167,4.104,0.063,Medium,NONE
EV01101,2026-01-02 02:20:00,403.99,95.52,54.97,26.07,18.77,73.96,703,Idle,None,75,0.0,19649.4,38.59,4.097,4.028,0.069,High,OVERHEAT
EV01102,2026-01-02 02:21:00,398.45,142.03,25.2,38.8,10.25,82.86,857,Discharging,None,90,100.54,25452.75,56.59,4.165,4.142,0.023,Low,NONE
EV01103,2026-01-02 02:22:00,400.57,53.38,50.08,25.9,40.48,78.36,679,Discharging,None,75,52.57,16784.65,21.38,4.08,4.026,0.054,High,OVERHEAT
EV01104,2026-01-02 02:23:00,397.54,157.02,28.74,24.86,35.92,79.96,1002,Idle,None,90,0.0,23685.74,62.42,4.196,4.169,0.027,Medium,NONE
EV01105,2026-01-02 02:24:00,399.89,130.05,56.81,29.74,31.61,61.31,1262,Idle,None,75,0.0,23614.29,52.01,4.058,3.983,0.075,High,OVERHEAT
EV01106,2026-01-02 02:25:00,398.07,90.1,34.95,29.44,88.68,96.58,171,Discharging,None,90,61.38,3389.44,35.87,4.073,4.005,0.068,Low,NONE
EV01107,2026-01-02 02:26:00,393.0,34.08,33.58,31.45,77.46,88.94,553,Idle,None,90,0.0,15377.67,13.39,4.153,4.111,0.042,Low,NONE
EV01108,2026-01-02 02:27:00,401.55,159.32,49.47,34.78,95.93,77.24,759,Discharging,None,90,108.46,15339.15,63.97,4.12,4.026,0.094,Medium,NONE
EV01109,2026-01-02 02:28:00,395.0,128.43,49.64,25.11,76.03,90.95,67,Charging,Fast DC,90,0.0,1536.27,50.73,4.109,4.011,0.098,Medium,NONE
EV01110,2026-01-02 02:29:00,390.72,104.54,56.95,30.25,6.54,68.14,915,Charging,Slow AC,90,0.0,21872.26,40.85,4.136,4.015,0.121,High,OVERHEAT
EV01111,2026-01-02 02:30:00,401.02,110.45,59.1,35.61,55.52,51.62,1655,Idle,None,60,0.0,41188.16,44.29,4.12,3.996,0.124,High,OVERHEAT
EV01112,2026-01-02 02:31:00,392.86,31.69,48.94,36.36,49.24,56.03,1841,Idle,None,60,0.0,47507.6,12.45,4.061,3.937,0.124,High,BATTERY_DEGRADED
EV01113,2026-01-02 02:32:00,395.1,104.43,49.24,36.4,46.08,91.35,63,Discharging,None,90,49.38,1605.51,41.26,4.108,4.087,0.021,Medium,NONE
EV01114,2026-01-02 02:33:00,394.84,44.08,54.95,31.69,77.94,65.84,1110,Discharging,None,90,86.54,30235.44,17.4,4.136,4.059,0.077,High,OVERHEAT
EV01115,2026-01-02 02:34:00,403.2,158.76,30.34,35.46,24.58,92.18,391,Charging,Fast DC,90,0.0,9862.22,64.01,4.177,4.032,0.145,Low,NONE
EV01116,2026-01-02 02:35:00,398.1,172.75,36.46,26.31,26.86,91.06,447,Charging,Slow AC,60,0.0,10321.86,68.77,4.091,3.921,0.17,Low,NONE
EV01117,2026-01-02 02:36:00,393.26,76.86,29.81,37.98,46.77,65.44,1728,Discharging,None,60,64.4,46530.39,30.23,4.161,4.08,0.081,Medium,NONE
EV01118,2026-01-02 02:37:00,396.7,83.87,32.2,27.61,82.38,95.8,210,Charging,Fast DC,60,0.0,5686.65,33.27,4.068,3.97,0.098,Low,NONE
EV01119,2026-01-02 02:38:00,399.07,139.95,36.09,23.82,98.59,66.86,1657,Idle,None,75,0.0,39330.13,55.85,4.126,3.955,0.171,Medium,NONE
EV01120,2026-01-02 02:39:00,390.24,80.8,39.7,39.23,14.51,84.84,758,Discharging,None,60,63.41,21355.66,31.53,4.095,3.915,0.18,Low,NONE
EV01121,2026-01-02 02:40:00,391.27,122.97,38.64,29.43,95.37,88.36,582,Idle,None,90,0.0,16742.96,48.11,4.057,3.901,0.156,Low,NONE
EV01122,2026-01-02 02:41:00,392.66,21.48,43.15,22.8,49.63,95.5,99,Charging,Fast DC,90,0.0,2567.21,8.43,4.106,4.02,0.086,Medium,NONE
EV01123,2026-01-02 02:42:00,392.36,47.59,57.77,39.31,75.49,52.2,1679,Idle,None,60,0.0,37577.39,18.67,4.189,4.043,0.146,High,OVERHEAT
EV01124,2026-01-02 02:43:00,390.45,52.65,39.13,27.46,84.94,74.14,1293,Discharging,None,60,98.33,28418.83,20.56,4.183,4.158,0.025,Medium,NONE
EV01125,2026-01-02 02:44:00,403.08,166.17,26.63,27.54,61.86,78.1,1095,Charging,Fast DC,60,0.0,19906.29,66.98,4.185,4.15,0.035,Medium,NONE
EV01126,2026-01-02 02:45:00,404.82,37.99,41.65,39.67,86.33,76.3,1119,Discharging,None,60,105.69,31010.96,15.38,4.05,3.954,0.096,Medium,NONE
EV01127,2026-01-02 02:46:00,403.49,61.1,36.3,30.8,95.91,72.24,1388,Idle,None,60,0.0,32942.07,24.65,4.162,4.006,0.156,Medium,NONE
EV01128,2026-01-02 02:47:00,392.94,55.09,29.54,38.85,26.43,96.24,188,Idle,None,60,0.0,5002.16,21.65,4.092,3.974,0.118,Low,NONE
EV01129,2026-01-02 02:48:00,393.75,60.11,50.55,26.02,72.49,72.24,966,Idle,None,90,0.0,23414.88,23.67,4.137,3.976,0.161,High,OVERHEAT
EV01130,2026-01-02 02:49:00,401.4,41.07,39.77,33.22,60.04,61.32,1934,Charging,Slow AC,90,0.0,35926.41,16.49,4.08,4.031,0.049,Medium,NONE
EV01131,2026-01-02 02:50:00,392.14,25.46,52.82,23.24,35.64,65.92,1191,Discharging,None,75,105.77,24121.3,9.98,4.18,4.005,0.175,High,OVERHEAT
EV01132,2026-01-02 02:51:00,396.08,178.83,40.86,25.26,46.79,68.41,1545,Discharging,None,90,96.85,44938.84,70.83,4.101,3.938,0.163,Medium,NONE
EV01133,2026-01-02 02:52:00,393.83,149.12,42.06,30.98,68.01,70.59,1388,Discharging,None,90,46.29,38008.23,58.73,4.114,4.09,0.024,Medium,NONE
EV01134,2026-01-02 02:53:00,398.15,35.13,59.13,36.6,16.43,55.12,1479,Discharging,None,60,107.33,32071.18,13.99,4.115,3.938,0.177,High,OVERHEAT
EV01135,2026-01-02 02:54:00,391.24,158.71,42.67,27.95,94.42,76.54,1066,Charging,Fast DC,90,0.0,22026.0,62.09,4.053,3.916,0.137,Medium,NONE
EV01136,2026-01-02 02:55:00,395.31,116.15,30.31,37.2,54.88,66.84,1658,Idle,None,75,0.0,40577.04,45.92,4.154,3.974,0.18,Medium,NONE
EV01137,2026-01-02 02:56:00,392.5,45.4,48.81,32.7,86.6,83.29,483,Idle,None,60,0.0,11828.6,17.82,4.193,4.105,0.088,Medium,NONE
EV01138,2026-01-02 02:57:00,393.03,27.83,58.92,28.02,42.03,63.1,1088,Discharging,None,75,66.8,21361.18,10.94,4.191,4.171,0.02,High,OVERHEAT
EV01139,2026-01-02 02:58:00,393.77,108.92,35.91,38.46,63.25,60.32,1984,Charging,Fast DC,75,0.0,39052.34,42.89,4.122,4.076,0.046,Medium,NONE
EV01140,2026-01-02 02:59:00,404.58,176.23,59.24,27.82,20.15,67.05,878,Discharging,None,90,39.34,24594.49,71.3,4.061,3.887,0.174,High,OVERHEAT
EV01141,2026-01-02 03:00:00,394.14,162.82,29.32,34.79,94.71,93.4,330,Charging,Slow AC,60,0.0,8602.06,64.17,4.164,4.142,0.022,Low,NONE
EV01142,2026-01-02 03:01:00,391.76,69.79,28.59,32.57,49.76,72.56,1372,Discharging,None,75,102.22,33607.3,27.34,4.142,4.097,0.045,Medium,NONE
EV01143,2026-01-02 03:02:00,403.2,140.68,50.2,37.5,95.2,89.78,103,Discharging,None,75,31.28,2430.63,56.72,4.138,3.978,0.16,High,OVERHEAT
EV01144,2026-01-02 03:03:00,400.37,147.11,51.55,24.49,14.79,60.4,1518,Idle,None,90,0.0,43082.39,58.9,4.086,3.93,0.156,High,OVERHEAT
EV01145,2026-01-02 03:04:00,397.42,132.26,40.14,21.13,14.99,67.97,1596,Discharging,None,90,93.24,46055.41,52.56,4.146,4.073,0.073,Medium,NONE
EV01146,2026-01-02 03:05:00,400.0,60.2,37.48,20.26,72.74,79.72,1014,Charging,Slow AC,60,0.0,25444.32,24.08,4.15,4.113,0.037,Medium,NONE
EV01147,2026-01-02 03:06:00,401.71,133.36,44.62,36.75,40.7,74.66,1082,Idle,None,75,0.0,20022.64,53.57,4.066,3.912,0.154,Medium,NONE
EV01148,2026-01-02 03:07:00,399.64,35.77,28.32,39.33,27.67,75.84,1208,Idle,None,90,0.0,34845.33,14.3,4.113,4.03,0.083,Medium,NONE
EV01149,2026-01-02 03:08:00,401.16,75.57,52.58,37.04,59.47,68.14,1090,Charging,Slow AC,90,0.0,29356.57,30.32,4.115,3.95,0.165,High,OVERHEAT
EV01150,2026-01-02 03:09:00,393.24,48.92,47.07,26.58,32.77,77.06,864,Charging,Slow AC,75,0.0,19269.85,19.24,4.152,4.076,0.076,Medium,NONE
EV01151,2026-01-02 03:10:00,404.48,64.26,52.43,26.49,71.41,63.66,1320,Discharging,None,60,40.94,35969.61,25.99,4.132,4.06,0.072,High,OVERHEAT
EV01152,2026-01-02 03:11:00,396.02,75.77,53.54,36.89,86.38,75.11,703,Discharging,None,90,73.82,19446.29,30.01,4.195,4.124,0.071,High,OVERHEAT
EV01153,2026-01-02 03:12:00,394.59,166.27,28.17,28.12,64.07,73.42,1329,Charging,Slow AC,60,0.0,28143.12,65.61,4.156,4.08,0.076,Medium,NONE
EV01154,2026-01-02 03:13:00,402.09,163.32,51.42,39.19,35.66,85.9,248,Charging,Slow AC,90,0.0,6547.88,65.67,4.134,3.993,0.141,High,OVERHEAT
EV01155,2026-01-02 03:14:00,398.07,83.68,49.35,23.97,13.6,67.64,1244,Idle,None,75,0.0,35113.77,33.31,4.072,3.998,0.074,Medium,NONE
EV01156,2026-01-02 03:15:00,395.31,41.29,38.48,36.9,74.95,63.72,1814,Discharging,None,90,77.01,34441.58,16.32,4.2,4.109,0.091,Medium,NONE
EV01157,2026-01-02 03:16:00,390.61,107.68,48.36,25.48,51.98,58.79,1726,Idle,None,60,0.0,36149.73,42.06,4.084,3.96,0.124,High,BATTERY_DEGRADED
EV01158,2026-01-02 03:17:00,393.24,21.99,33.53,20.42,63.16,65.28,1736,Discharging,None,75,75.63,52046.1,8.65,4.079,4.029,0.05,Medium,NONE
EV01159,2026-01-02 03:18:00,397.78,83.94,45.14,38.05,41.77,84.79,555,Idle,None,75,0.0,15340.82,33.39,4.09,4.011,0.079,Medium,NONE
EV01160,2026-01-02 03:19:00,403.5,169.91,36.21,27.14,96.02,94.1,295,Discharging,None,90,44.69,7215.5,68.56,4.069,3.892,0.177,Low,NONE
EV01161,2026-01-02 03:20:00,401.76,101.19,41.65,26.27,81.69,73.54,1257,Charging,Slow AC,90,0.0,33217.15,40.65,4.196,4.045,0.151,Medium,NONE
EV01162,2026-01-02 03:21:00,393.36,63.06,54.28,29.2,46.6,63.98,1230,Discharging,None,60,115.32,24669.0,24.81,4.134,4.025,0.109,High,OVERHEAT
EV01163,2026-01-02 03:22:00,390.86,75.62,55.37,22.96,69.79,84.64,153,Idle,None,75,0.0,3800.07,29.56,4.192,4.056,0.136,High,OVERHEAT
EV01164,2026-01-02 03:23:00,400.7,98.53,49.65,38.85,98.69,83.08,460,Idle,None,75,0.0,9990.24,39.48,4.155,4.086,0.069,Medium,NONE
EV01165,2026-01-02 03:24:00,393.49,147.75,42.78,28.14,77.8,69.48,1415,Idle,None,75,0.0,40119.22,58.14,4.196,4.168,0.028,Medium,NONE
EV01166,2026-01-02 03:25:00,401.32,113.99,52.11,21.42,11.04,72.97,867,Idle,None,60,0.0,23227.52,45.75,4.087,3.971,0.116,High,OVERHEAT
EV01167,2026-01-02 03:26:00,401.38,48.69,31.34,32.99,52.02,94.72,264,Discharging,None,60,29.42,6030.46,19.54,4.155,4.025,0.13,Low,NONE
EV01168,2026-01-02 03:27:00,402.07,81.01,41.6,36.95,22.38,85.58,657,Discharging,None,60,90.73,18756.54,32.57,4.125,4.075,0.05,Medium,NONE
EV01169,2026-01-02 03:28:00,396.02,56.26,59.5,32.66,37.27,53.22,1559,Charging,Slow AC,60,0.0,44511.97,22.28,4.059,3.95,0.109,High,OVERHEAT
EV01170,2026-01-02 03:29:00,400.24,35.28,25.06,39.7,6.19,86.22,689,Discharging,None,75,22.77,19885.74,14.12,4.135,3.978,0.157,Low,NONE
EV01171,2026-01-02 03:30:00,404.34,50.16,46.73,23.64,25.75,80.08,727,Charging,Fast DC,90,0.0,16350.24,20.28,4.077,3.986,0.091,Medium,NONE
EV01172,2026-01-02 03:31:00,402.69,143.52,42.76,36.29,47.29,71.91,1294,Charging,Fast DC,75,0.0,37811.18,57.79,4.066,3.937,0.129,Medium,NONE
EV01173,2026-01-02 03:32:00,398.85,46.78,28.49,23.86,19.75,74.5,1275,Discharging,None,75,112.86,31334.1,18.66,4.108,4.016,0.092,Medium,NONE
EV01174,2026-01-02 03:33:00,391.75,108.71,36.84,27.31,27.75,66.12,1694,Discharging,None,60,99.41,31337.45,42.59,4.059,3.882,0.177,Medium,NONE
EV01175,2026-01-02 03:34:00,397.21,154.98,48.09,35.09,61.16,58.41,1756,Idle,None,60,0.0,45589.54,61.56,4.098,3.994,0.104,High,BATTERY_DEGRADED
EV01176,2026-01-02 03:35:00,398.63,105.11,38.8,30.93,24.09,86.48,676,Charging,Slow AC,60,0.0,14544.48,41.9,4.144,4.059,0.085,Low,NONE
EV01177,2026-01-02 03:36:00,395.66,98.47,42.19,26.43,50.99,81.93,816,Discharging,None,75,119.23,22235.09,38.96,4.166,4.034,0.132,Medium,NONE
EV01178,2026-01-02 03:37:00,397.91,26.66,58.14,26.14,60.81,48.23,1863,Idle,None,90,0.0,37409.61,10.61,4.097,4.069,0.028,High,OVERHEAT
EV01179,2026-01-02 03:38:00,390.42,174.68,38.47,27.04,56.09,65.86,1707,Idle,None,75,0.0,45854.26,68.2,4.129,4.08,0.049,Medium,NONE
EV01180,2026-01-02 03:39:00,395.56,131.87,56.87,21.97,95.25,49.56,1847,Charging,Slow AC,60,0.0,49071.86,52.16,4.124,4.013,0.111,High,OVERHEAT
EV01181,2026-01-02 03:40:00,399.2,27.24,38.35,38.01,16.05,87.72,614,Charging,Fast DC,90,0.0,17046.88,10.87,4.175,3.997,0.178,Low,NONE
EV01182,2026-01-02 03:41:00,404.81,152.25,38.01,36.76,9.25,93.8,310,Idle,None,60,0.0,7892.96,61.63,4.089,3.921,0.168,Low,NONE
EV01183,2026-01-02 03:42:00,400.21,133.63,56.57,26.19,94.33,59.58,1358,Idle,None,75,0.0,31112.38,53.48,4.052,3.9,0.152,High,OVERHEAT
EV01184,2026-01-02 03:43:00,395.66,154.82,31.63,35.58,29.08,99.18,41,Idle,None,90,0.0,932.57,61.26,4.154,4.062,0.092,Low,NONE
